时间：0.0s;	dt=1.0s;
ID:MTG_QS_SC01|实时水量：6.000立方米|高度：0.168米|进水量：6.000立方米|出水量：0.000立方米|
ID:MTG_QS_SC02|实时水量：6.000立方米|高度：0.168米|进水量：6.000立方米|出水量：0.000立方米|
ID:MTG_QS_SC03|实时水量：0.000立方米|高度：0.000米|进水量：0.000立方米|出水量：0.000立方米|
ID:MTG_QS_SC04|实时水量：0.000立方米|高度：0.000米|进水量：0.000立方米|出水量：0.000立方米|
ID:MTG_QS_SC05|实时水量：0.000立方米|高度：0.000米|进水量：0.000立方米|出水量：0.000立方米|
ID:MTG_HH_SC01|实时水量：0.000立方米|高度：0.000米|进水量：0.000立方米|出水量：0.000立方米|
ID:MTG_HH_SC02|实时水量：0.000立方米|高度：0.000米|进水量：0.000立方米|出水量：0.000立方米|
ID:MTG_HH_SC03|实时水量：0.000立方米|高度：0.000米|进水量：0.000立方米|出水量：0.000立方米|
ID:MTG_HH_SC04|实时水量：0.000立方米|高度：0.000米|进水量：0.000立方米|出水量：0.000立方米|
时间：1.0s;	dt=1.0s;
ID:MTG_QS_SC01|实时水量：8.397立方米|高度：0.235米|进水量：6.000立方米|出水量：3.603立方米|
ID:MTG_QS_SC02|实时水量：8.397立方米|高度：0.235米|进水量：6.000立方米|出水量：3.603立方米|
ID:MTG_QS_SC03|实时水量：7.206立方米|高度：0.101米|进水量：7.206立方米|出水量：0.000立方米|
ID:MTG_QS_SC04|实时水量：0.000立方米|高度：0.000米|进水量：0.000立方米|出水量：0.000立方米|
ID:MTG_QS_SC05|实时水量：0.000立方米|高度：0.000米|进水量：0.000立方米|出水量：0.000立方米|
ID:MTG_HH_SC01|实时水量：0.000立方米|高度：0.000米|进水量：0.000立方米|出水量：0.000立方米|
ID:MTG_HH_SC02|实时水量：0.000立方米|高度：0.000米|进水量：0.000立方米|出水量：0.000立方米|
ID:MTG_HH_SC03|实时水量：0.000立方米|高度：0.000米|进水量：0.000立方米|出水量：0.000立方米|
ID:MTG_HH_SC04|实时水量：0.000立方米|高度：0.000米|进水量：0.000立方米|出水量：0.000立方米|
时间：2.0s;	dt=1.0s;
ID:MTG_QS_SC01|实时水量：10.134立方米|高度：0.283米|进水量：6.000立方米|出水量：4.263立方米|
ID:MTG_QS_SC02|实时水量：10.134立方米|高度：0.283米|进水量：6.000立方米|出水量：4.263立方米|
ID:MTG_QS_SC03|实时水量：4.562立方米|高度：0.064米|进水量：8.525立方米|出水量：11.169立方米|
ID:MTG_QS_SC04|实时水量：5.584立方米|高度：0.171米|进水量：5.584立方米|出水量：0.000立方米|
ID:MTG_QS_SC05|实时水量：5.584立方米|高度：0.171米|进水量：5.584立方米|出水量：0.000立方米|
ID:MTG_HH_SC01|实时水量：0.000立方米|高度：0.000米|进水量：0.000立方米|出水量：0.000立方米|
ID:MTG_HH_SC02|实时水量：0.000立方米|高度：0.000米|进水量：0.000立方米|出水量：0.000立方米|
ID:MTG_HH_SC03|实时水量：0.000立方米|高度：0.000米|进水量：0.000立方米|出水量：0.000立方米|
ID:MTG_HH_SC04|实时水量：0.000立方米|高度：0.000米|进水量：0.000立方米|出水量：0.000立方米|
时间：3.0s;	dt=1.0s;
ID:MTG_QS_SC01|实时水量：11.452立方米|高度：0.320米|进水量：6.000立方米|出水量：4.683立方米|
ID:MTG_QS_SC02|实时水量：11.452立方米|高度：0.320米|进水量：6.000立方米|出水量：4.683立方米|
ID:MTG_QS_SC03|实时水量：5.041立方米|高度：0.070米|进水量：9.366立方米|出水量：8.887立方米|
ID:MTG_QS_SC04|实时水量：6.389立方米|高度：0.196米|进水量：4.443立方米|出水量：3.639立方米|
ID:MTG_QS_SC05|实时水量：6.389立方米|高度：0.196米|进水量：4.443立方米|出水量：3.639立方米|
ID:MTG_HH_SC01|实时水量：3.639立方米|高度：0.411米|进水量：3.639立方米|出水量：0.000立方米|
ID:MTG_HH_SC02|实时水量：3.639立方米|高度：0.411米|进水量：3.639立方米|出水量：0.000立方米|
ID:MTG_HH_SC03|实时水量：0.000立方米|高度：0.000米|进水量：0.000立方米|出水量：0.000立方米|
ID:MTG_HH_SC04|实时水量：0.000立方米|高度：0.000米|进水量：0.000立方米|出水量：0.000立方米|
时间：4.0s;	dt=1.0s;
ID:MTG_QS_SC01|实时水量：12.474立方米|高度：0.349米|进水量：6.000立方米|出水量：4.978立方米|
ID:MTG_QS_SC02|实时水量：12.474立方米|高度：0.349米|进水量：6.000立方米|出水量：4.978立方米|
ID:MTG_QS_SC03|实时水量：5.655立方米|高度：0.079米|进水量：9.956立方米|出水量：9.342立方米|
ID:MTG_QS_SC04|实时水量：7.167立方米|高度：0.220米|进水量：4.671立方米|出水量：3.893立方米|
ID:MTG_QS_SC05|实时水量：7.167立方米|高度：0.220米|进水量：4.671立方米|出水量：3.893立方米|
ID:MTG_HH_SC01|实时水量：1.229立方米|高度：0.139米|进水量：3.893立方米|出水量：6.303立方米|
ID:MTG_HH_SC02|实时水量：1.229立方米|高度：0.139米|进水量：3.893立方米|出水量：6.303立方米|
ID:MTG_HH_SC03|实时水量：6.303立方米|高度：0.711米|进水量：6.303立方米|出水量：0.000立方米|
ID:MTG_HH_SC04|实时水量：6.303立方米|高度：0.711米|进水量：6.303立方米|出水量：0.000立方米|
时间：5.0s;	dt=1.0s;
ID:MTG_QS_SC01|实时水量：13.278立方米|高度：0.371米|进水量：6.000立方米|出水量：5.195立方米|
ID:MTG_QS_SC02|实时水量：13.278立方米|高度：0.371米|进水量：6.000立方米|出水量：5.195立方米|
ID:MTG_QS_SC03|实时水量：6.152立方米|高度：0.086米|进水量：10.390立方米|出水量：9.894立方米|
ID:MTG_QS_SC04|实时水量：7.991立方米|高度：0.245米|进水量：4.947立方米|出水量：4.123立方米|
ID:MTG_QS_SC05|实时水量：7.991立方米|高度：0.245米|进水量：4.947立方米|出水量：4.123立方米|
ID:MTG_HH_SC01|实时水量：1.689立方米|高度：0.191米|进水量：4.123立方米|出水量：3.663立方米|
ID:MTG_HH_SC02|实时水量：1.689立方米|高度：0.191米|进水量：4.123立方米|出水量：3.663立方米|
ID:MTG_HH_SC03|实时水量：9.966立方米|高度：1.125米|进水量：3.663立方米|出水量：0.000立方米|
ID:MTG_HH_SC04|实时水量：9.966立方米|高度：1.125米|进水量：3.663立方米|出水量：0.000立方米|
时间：6.0s;	dt=1.0s;
ID:MTG_QS_SC01|实时水量：13.918立方米|高度：0.389米|进水量：6.000立方米|出水量：5.360立方米|
ID:MTG_QS_SC02|实时水量：13.918立方米|高度：0.389米|进水量：6.000立方米|出水量：5.360立方米|
ID:MTG_QS_SC03|实时水量：6.553立方米|高度：0.092米|进水量：10.720立方米|出水量：10.319立方米|
ID:MTG_QS_SC04|实时水量：8.797立方米|高度：0.270米|进水量：5.160立方米|出水量：4.353立方米|
ID:MTG_QS_SC05|实时水量：8.797立方米|高度：0.270米|进水量：5.160立方米|出水量：4.353立方米|
ID:MTG_HH_SC01|实时水量：1.748立方米|高度：0.197米|进水量：4.353立方米|出水量：4.294立方米|
ID:MTG_HH_SC02|实时水量：1.748立方米|高度：0.197米|进水量：4.353立方米|出水量：4.294立方米|
ID:MTG_HH_SC03|实时水量：14.260立方米|高度：1.609米|进水量：4.294立方米|出水量：0.000立方米|
ID:MTG_HH_SC04|实时水量：14.260立方米|高度：1.609米|进水量：4.294立方米|出水量：0.000立方米|
时间：7.0s;	dt=1.0s;
ID:MTG_QS_SC01|实时水量：14.430立方米|高度：0.404米|进水量：6.000立方米|出水量：5.488立方米|
ID:MTG_QS_SC02|实时水量：14.430立方米|高度：0.404米|进水量：6.000立方米|出水量：5.488立方米|
ID:MTG_QS_SC03|实时水量：6.878立方米|高度：0.096米|进水量：10.976立方米|出水量：10.650立方米|
ID:MTG_QS_SC04|实时水量：9.555立方米|高度：0.293米|进水量：5.325立方米|出水量：4.568立方米|
ID:MTG_QS_SC05|实时水量：9.555立方米|高度：0.293米|进水量：5.325立方米|出水量：4.568立方米|
ID:MTG_HH_SC01|实时水量：1.947立方米|高度：0.220米|进水量：4.568立方米|出水量：4.369立方米|
ID:MTG_HH_SC02|实时水量：1.947立方米|高度：0.220米|进水量：4.568立方米|出水量：4.369立方米|
ID:MTG_HH_SC03|实时水量：18.629立方米|高度：2.103米|进水量：4.369立方米|出水量：0.000立方米|
ID:MTG_HH_SC04|实时水量：18.629立方米|高度：2.103米|进水量：4.369立方米|出水量：0.000立方米|
时间：8.0s;	dt=1.0s;
ID:MTG_QS_SC01|实时水量：14.842立方米|高度：0.415米|进水量：6.000立方米|出水量：5.588立方米|
ID:MTG_QS_SC02|实时水量：14.842立方米|高度：0.415米|进水量：6.000立方米|出水量：5.588立方米|
ID:MTG_QS_SC03|实时水量：7.142立方米|高度：0.100米|进水量：11.176立方米|出水量：10.912立方米|
ID:MTG_QS_SC04|实时水量：10.250立方米|高度：0.314米|进水量：5.456立方米|出水量：4.760立方米|
ID:MTG_QS_SC05|实时水量：10.250立方米|高度：0.314米|进水量：5.456立方米|出水量：4.760立方米|
ID:MTG_HH_SC01|实时水量：2.097立方米|高度：0.237米|进水量：4.760立方米|出水量：4.611立方米|
ID:MTG_HH_SC02|实时水量：2.097立方米|高度：0.237米|进水量：4.760立方米|出水量：4.611立方米|
ID:MTG_HH_SC03|实时水量：23.239立方米|高度：2.623米|进水量：4.611立方米|出水量：0.000立方米|
ID:MTG_HH_SC04|实时水量：23.239立方米|高度：2.623米|进水量：4.611立方米|出水量：0.000立方米|
时间：9.0s;	dt=1.0s;
ID:MTG_QS_SC01|实时水量：15.175立方米|高度：0.424米|进水量：6.000立方米|出水量：5.667立方米|
ID:MTG_QS_SC02|实时水量：15.175立方米|高度：0.424米|进水量：6.000立方米|出水量：5.667立方米|
ID:MTG_QS_SC03|实时水量：7.357立方米|高度：0.103米|进水量：11.334立方米|出水量：11.119立方米|
ID:MTG_QS_SC04|实时水量：10.879立方米|高度：0.333米|进水量：5.560立方米|出水量：4.931立方米|
ID:MTG_QS_SC05|实时水量：10.879立方米|高度：0.333米|进水量：5.560立方米|出水量：4.931立方米|
ID:MTG_HH_SC01|实时水量：2.243立方米|高度：0.253米|进水量：4.931立方米|出水量：4.785立方米|
ID:MTG_HH_SC02|实时水量：2.243立方米|高度：0.253米|进水量：4.931立方米|出水量：4.785立方米|
ID:MTG_HH_SC03|实时水量：28.024立方米|高度：3.163米|进水量：4.785立方米|出水量：0.000立方米|
ID:MTG_HH_SC04|实时水量：28.024立方米|高度：3.163米|进水量：4.785立方米|出水量：0.000立方米|
时间：10.0s;	dt=1.0s;
ID:MTG_QS_SC01|实时水量：15.445立方米|高度：0.432米|进水量：6.000立方米|出水量：5.730立方米|
ID:MTG_QS_SC02|实时水量：15.445立方米|高度：0.432米|进水量：6.000立方米|出水量：5.730立方米|
ID:MTG_QS_SC03|实时水量：7.533立方米|高度：0.105米|进水量：11.461立方米|出水量：11.285立方米|
ID:MTG_QS_SC04|实时水量：11.442立方米|高度：0.351米|进水量：5.643立方米|出水量：5.080立方米|
ID:MTG_QS_SC05|实时水量：11.442立方米|高度：0.351米|进水量：5.643立方米|出水量：5.080立方米|
ID:MTG_HH_SC01|实时水量：2.374立方米|高度：0.268米|进水量：5.080立方米|出水量：4.948立方米|
ID:MTG_HH_SC02|实时水量：2.374立方米|高度：0.268米|进水量：5.080立方米|出水量：4.948立方米|
ID:MTG_HH_SC03|实时水量：32.972立方米|高度：3.721米|进水量：4.948立方米|出水量：0.000立方米|
ID:MTG_HH_SC04|实时水量：32.972立方米|高度：3.721米|进水量：4.948立方米|出水量：0.000立方米|
时间：11.0s;	dt=1.0s;
ID:MTG_QS_SC01|实时水量：15.664立方米|高度：0.438米|进水量：6.000立方米|出水量：5.781立方米|
ID:MTG_QS_SC02|实时水量：15.664立方米|高度：0.438米|进水量：6.000立方米|出水量：5.781立方米|
ID:MTG_QS_SC03|实时水量：7.676立方米|高度：0.107米|进水量：11.562立方米|出水量：11.419立方米|
ID:MTG_QS_SC04|实时水量：11.942立方米|高度：0.366米|进水量：5.709立方米|出水量：5.209立方米|
ID:MTG_QS_SC05|实时水量：11.942立方米|高度：0.366米|进水量：5.709立方米|出水量：5.209立方米|
ID:MTG_HH_SC01|实时水量：2.493立方米|高度：0.281米|进水量：5.209立方米|出水量：5.091立方米|
ID:MTG_HH_SC02|实时水量：2.493立方米|高度：0.281米|进水量：5.209立方米|出水量：5.091立方米|
ID:MTG_HH_SC03|实时水量：38.063立方米|高度：4.296米|进水量：5.091立方米|出水量：0.000立方米|
ID:MTG_HH_SC04|实时水量：38.063立方米|高度：4.296米|进水量：5.091立方米|出水量：0.000立方米|
时间：12.0s;	dt=1.0s;
ID:MTG_QS_SC01|实时水量：15.842立方米|高度：0.443米|进水量：6.000立方米|出水量：5.822立方米|
ID:MTG_QS_SC02|实时水量：15.842立方米|高度：0.443米|进水量：6.000立方米|出水量：5.822立方米|
ID:MTG_QS_SC03|实时水量：7.792立方米|高度：0.109米|进水量：11.644立方米|出水量：11.527立方米|
ID:MTG_QS_SC04|实时水量：12.384立方米|高度：0.380米|进水量：5.763立方米|出水量：5.322立方米|
ID:MTG_QS_SC05|实时水量：12.384立方米|高度：0.380米|进水量：5.763立方米|出水量：5.322立方米|
ID:MTG_HH_SC01|实时水量：2.598立方米|高度：0.293米|进水量：5.322立方米|出水量：5.216立方米|
ID:MTG_HH_SC02|实时水量：2.598立方米|高度：0.293米|进水量：5.322立方米|出水量：5.216立方米|
ID:MTG_HH_SC03|实时水量：43.280立方米|高度：4.885米|进水量：5.216立方米|出水量：0.000立方米|
ID:MTG_HH_SC04|实时水量：43.280立方米|高度：4.885米|进水量：5.216立方米|出水量：0.000立方米|
时间：13.0s;	dt=1.0s;
ID:MTG_QS_SC01|实时水量：15.987立方米|高度：0.447米|进水量：6.000立方米|出水量：5.855立方米|
ID:MTG_QS_SC02|实时水量：15.987立方米|高度：0.447米|进水量：6.000立方米|出水量：5.855立方米|
ID:MTG_QS_SC03|实时水量：7.888立方米|高度：0.110米|进水量：11.710立方米|出水量：11.614立方米|
ID:MTG_QS_SC04|实时水量：12.771立方米|高度：0.391米|进水量：5.807立方米|出水量：5.419立方米|
ID:MTG_QS_SC05|实时水量：12.771立方米|高度：0.391米|进水量：5.807立方米|出水量：5.419立方米|
ID:MTG_HH_SC01|实时水量：2.692立方米|高度：0.304米|进水量：5.419立方米|出水量：5.326立方米|
ID:MTG_HH_SC02|实时水量：2.692立方米|高度：0.304米|进水量：5.419立方米|出水量：5.326立方米|
ID:MTG_HH_SC03|实时水量：48.605立方米|高度：5.486米|进水量：5.326立方米|出水量：0.000立方米|
ID:MTG_HH_SC04|实时水量：48.605立方米|高度：5.486米|进水量：5.326立方米|出水量：0.000立方米|
时间：14.0s;	dt=1.0s;
ID:MTG_QS_SC01|实时水量：16.106立方米|高度：0.450米|进水量：6.000立方米|出水量：5.882立方米|
ID:MTG_QS_SC02|实时水量：16.106立方米|高度：0.450米|进水量：6.000立方米|出水量：5.882立方米|
ID:MTG_QS_SC03|实时水量：7.966立方米|高度：0.111米|进水量：11.763立方米|出水量：11.685立方米|
ID:MTG_QS_SC04|实时水量：13.110立方米|高度：0.402米|进水量：5.843立方米|出水量：5.504立方米|
ID:MTG_QS_SC05|实时水量：13.110立方米|高度：0.402米|进水量：5.843立方米|出水量：5.504立方米|
ID:MTG_HH_SC01|实时水量：2.775立方米|高度：0.313米|进水量：5.504立方米|出水量：5.421立方米|
ID:MTG_HH_SC02|实时水量：2.775立方米|高度：0.313米|进水量：5.504立方米|出水量：5.421立方米|
ID:MTG_HH_SC03|实时水量：54.026立方米|高度：6.098米|进水量：5.421立方米|出水量：0.000立方米|
ID:MTG_HH_SC04|实时水量：54.026立方米|高度：6.098米|进水量：5.421立方米|出水量：0.000立方米|
时间：15.0s;	dt=1.0s;
ID:MTG_QS_SC01|实时水量：16.202立方米|高度：0.453米|进水量：6.000立方米|出水量：5.903立方米|
ID:MTG_QS_SC02|实时水量：16.202立方米|高度：0.453米|进水量：6.000立方米|出水量：5.903立方米|
ID:MTG_QS_SC03|实时水量：8.030立方米|高度：0.112米|进水量：11.807立方米|出水量：11.743立方米|
ID:MTG_QS_SC04|实时水量：13.406立方米|高度：0.411米|进水量：5.871立方米|出水量：5.576立方米|
ID:MTG_QS_SC05|实时水量：13.406立方米|高度：0.411米|进水量：5.871立方米|出水量：5.576立方米|
ID:MTG_HH_SC01|实时水量：2.847立方米|高度：0.321米|进水量：5.576立方米|出水量：5.504立方米|
ID:MTG_HH_SC02|实时水量：2.847立方米|高度：0.321米|进水量：5.576立方米|出水量：5.504立方米|
ID:MTG_HH_SC03|实时水量：59.530立方米|高度：6.719米|进水量：5.504立方米|出水量：0.000立方米|
ID:MTG_HH_SC04|实时水量：59.530立方米|高度：6.719米|进水量：5.504立方米|出水量：0.000立方米|
时间：16.0s;	dt=1.0s;
ID:MTG_QS_SC01|实时水量：16.281立方米|高度：0.455米|进水量：6.000立方米|出水量：5.921立方米|
ID:MTG_QS_SC02|实时水量：16.281立方米|高度：0.455米|进水量：6.000立方米|出水量：5.921立方米|
ID:MTG_QS_SC03|实时水量：8.082立方米|高度：0.113米|进水量：11.842立方米|出水量：11.790立方米|
ID:MTG_QS_SC04|实时水量：13.662立方米|高度：0.419米|进水量：5.895立方米|出水量：5.639立方米|
ID:MTG_QS_SC05|实时水量：13.662立方米|高度：0.419米|进水量：5.895立方米|出水量：5.639立方米|
ID:MTG_HH_SC01|实时水量：2.911立方米|高度：0.329米|进水量：5.639立方米|出水量：5.575立方米|
ID:MTG_HH_SC02|实时水量：2.911立方米|高度：0.329米|进水量：5.639立方米|出水量：5.575立方米|
ID:MTG_HH_SC03|实时水量：65.105立方米|高度：7.348米|进水量：5.575立方米|出水量：0.000立方米|
ID:MTG_HH_SC04|实时水量：65.105立方米|高度：7.348米|进水量：5.575立方米|出水量：0.000立方米|
时间：17.0s;	dt=1.0s;
ID:MTG_QS_SC01|实时水量：16.346立方米|高度：0.457米|进水量：6.000立方米|出水量：5.935立方米|
ID:MTG_QS_SC02|实时水量：16.346立方米|高度：0.457米|进水量：6.000立方米|出水量：5.935立方米|
ID:MTG_QS_SC03|实时水量：8.125立方米|高度：0.114米|进水量：11.871立方米|出水量：11.828立方米|
ID:MTG_QS_SC04|实时水量：13.884立方米|高度：0.426米|进水量：5.914立方米|出水量：5.692立方米|
ID:MTG_QS_SC05|实时水量：13.884立方米|高度：0.426米|进水量：5.914立方米|出水量：5.692立方米|
ID:MTG_HH_SC01|实时水量：2.966立方米|高度：0.335米|进水量：5.692立方米|出水量：5.637立方米|
ID:MTG_HH_SC02|实时水量：2.966立方米|高度：0.335米|进水量：5.692立方米|出水量：5.637立方米|
ID:MTG_HH_SC03|实时水量：70.742立方米|高度：7.984米|进水量：5.637立方米|出水量：0.000立方米|
ID:MTG_HH_SC04|实时水量：70.742立方米|高度：7.984米|进水量：5.637立方米|出水量：0.000立方米|
时间：18.0s;	dt=1.0s;
ID:MTG_QS_SC01|实时水量：16.399立方米|高度：0.459米|进水量：6.000立方米|出水量：5.947立方米|
ID:MTG_QS_SC02|实时水量：16.399立方米|高度：0.459米|进水量：6.000立方米|出水量：5.947立方米|
ID:MTG_QS_SC03|实时水量：8.160立方米|高度：0.114米|进水量：11.894立方米|出水量：11.859立方米|
ID:MTG_QS_SC04|实时水量：14.075立方米|高度：0.431米|进水量：5.930立方米|出水量：5.738立方米|
ID:MTG_QS_SC05|实时水量：14.075立方米|高度：0.431米|进水量：5.930立方米|出水量：5.738立方米|
ID:MTG_HH_SC01|实时水量：3.014立方米|高度：0.340米|进水量：5.738立方米|出水量：5.690立方米|
ID:MTG_HH_SC02|实时水量：3.014立方米|高度：0.340米|进水量：5.738立方米|出水量：5.690立方米|
ID:MTG_HH_SC03|实时水量：76.432立方米|高度：8.627米|进水量：5.690立方米|出水量：0.000立方米|
ID:MTG_HH_SC04|实时水量：76.432立方米|高度：8.627米|进水量：5.690立方米|出水量：0.000立方米|
时间：19.0s;	dt=1.0s;
ID:MTG_QS_SC01|实时水量：16.442立方米|高度：0.460米|进水量：6.000立方米|出水量：5.957立方米|
ID:MTG_QS_SC02|实时水量：16.442立方米|高度：0.460米|进水量：6.000立方米|出水量：5.957立方米|
ID:MTG_QS_SC03|实时水量：8.189立方米|高度：0.114米|进水量：11.914立方米|出水量：11.885立方米|
ID:MTG_QS_SC04|实时水量：14.240立方米|高度：0.436米|进水量：5.942立方米|出水量：5.778立方米|
ID:MTG_QS_SC05|实时水量：14.240立方米|高度：0.436米|进水量：5.942立方米|出水量：5.778立方米|
ID:MTG_HH_SC01|实时水量：3.056立方米|高度：0.345米|进水量：5.778立方米|出水量：5.736立方米|
ID:MTG_HH_SC02|实时水量：3.056立方米|高度：0.345米|进水量：5.778立方米|出水量：5.736立方米|
ID:MTG_HH_SC03|实时水量：82.169立方米|高度：9.274米|进水量：5.736立方米|出水量：0.000立方米|
ID:MTG_HH_SC04|实时水量：82.169立方米|高度：9.274米|进水量：5.736立方米|出水量：0.000立方米|
时间：20.0s;	dt=1.0s;
ID:MTG_QS_SC01|实时水量：16.477立方米|高度：0.461米|进水量：6.000立方米|出水量：5.965立方米|
ID:MTG_QS_SC02|实时水量：16.477立方米|高度：0.461米|进水量：6.000立方米|出水量：5.965立方米|
